sentence1	sentence2	paraphrase_types	sentence1_segment_location	sentence2_segment_location	sentence1_tokenized	sentence2_tokenized	id
The House Government Reform Committee rapidly approved the legislation this morning.	The House Government Reform Committee passed the bill today.	[2, 6, 7, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 7, 2, 0, 2, 2, 2, 0]	[7, 7, 7, 7, 7, 2, 7, 2, 2, 7]	['The', 'House', 'Government', 'Reform', 'Committee', 'rapidly', 'approved', 'the', 'legislation', 'this', 'morning', '.']	['The', 'House', 'Government', 'Reform', 'Committee', 'passed', 'the', 'bill', 'today', '.\n']	3989fbdf32634ee0b8a8fd413b1e4d90
"""He would often call me for advice,"" said Ronald L. Kuby, a friend and well-known lawyer who had represented him in the harassment case."	"""He would often call me for advice,"" said lawyer Ron Kuby, a friend who had represented him in court."	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7]	"['``', 'He', 'would', 'often', 'call', 'me', 'for', 'advice', ',', ""''"", 'said', 'Ronald', 'L.', 'Kuby', ',', 'a', 'friend', 'and', 'well-known', 'lawyer', 'who', 'had', 'represented', 'him', 'in', 'the', 'harassment', 'case', '.']"	"['``', 'He', 'would', 'often', 'call', 'me', 'for', 'advice', ',', ""''"", 'said', 'lawyer', 'Ron', 'Kuby', ',', 'a', 'friend', 'who', 'had', 'represented', 'him', 'in', 'court', '.\n']"	54c62f4f8a4b4de8b3cfbef012b2d2ac
A pamphlet will be issued to the public through major hardware chains, local libraries and on the EPA Web site: www.epa.gov.	It will be distributed through major hardware store chains and local libraries and will be available on the EPA Web site: www.epa.gov.	[2, 4, 6, 7, 0, 0, 0]	[2, 2, 7, 7, 2, 2, 2, 2, 7, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[2, 0, 0, 2, 0, 4, 4, 7, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['A', 'pamphlet', 'will', 'be', 'issued', 'to', 'the', 'public', 'through', 'major', 'hardware', 'chains', ',', 'local', 'libraries', 'and', 'on', 'the', 'EPA', 'Web', 'site', ':', 'www.epa.gov', '.']	['It', 'will', 'be', 'distributed', 'through', 'major', 'hardware', 'store', 'chains', 'and', 'local', 'libraries', 'and', 'will', 'be', 'available', 'on', 'the', 'EPA', 'Web', 'site', ':', 'www.epa.gov', '.\n']	54ba140f4f8743028c4f797c6aac3557
"""I am advised that certain allegations of criminal conduct have been interposed against my counsel,"" said Silver."	"""I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley,'' the Silver statement said. """	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 6, 7, 7, 7, 6, 0]	"['``', 'I', 'am', 'advised', 'that', 'certain', 'allegations', 'of', 'criminal', 'conduct', 'have', 'been', 'interposed', 'against', 'my', 'counsel', ',', ""''"", 'said', 'Silver', '.']"	"['``', 'I', 'am', 'advised', 'that', 'certain', 'allegations', 'of', 'criminal', 'conduct', 'have', 'been', 'interposed', 'against', 'my', 'counsel', ',', 'J.', 'Michael', 'Boxley', ',', ""''"", 'the', 'Silver', 'statement', 'said.', '``\n']"	c21bdc4e9d7549df9ba969c5789b733b
The same flood that blocked the airport road also swamped a Federal Express depot.	The water blocking the airport road swamped several buildings, including a Federal Express depot.	[2, 3, 4, 6, 7, 0, 0]	[7, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['The', 'same', 'flood', 'that', 'blocked', 'the', 'airport', 'road', 'also', 'swamped', 'a', 'Federal', 'Express', 'depot', '.']	['The', 'water', 'blocking', 'the', 'airport', 'road', 'swamped', 'several', 'buildings', ',', 'including', 'a', 'Federal', 'Express', 'depot', '.\n']	06eb6eaa1b984c96b429d4d7f1abde16
The two had argued that only a new board would have had the credibility to restore El Paso to health.	He and Zilkha believed that only a new board would have had the credibility to restore El Paso to health.	[1, 2, 6, 0, 0, 0, 0]	[2, 2, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[2, 2, 2, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	['The', 'two', 'had', 'argued', 'that', 'only', 'a', 'new', 'board', 'would', 'have', 'had', 'the', 'credibility', 'to', 'restore', 'El', 'Paso', 'to', 'health', '.']	['He', 'and', 'Zilkha', 'believed', 'that', 'only', 'a', 'new', 'board', 'would', 'have', 'had', 'the', 'credibility', 'to', 'restore', 'El', 'Paso', 'to', 'health', '.\n']	689fc7b8614c4948bec2d027a149df68
The NASD also alleges Young flew multiple times on Tyco corporate jets, often accompanied by Kozlowski.	The NASD alleges that the analyst flew multiples times on Tyco's corporate jets for business trips, sometimes accompanied by Kozlowski.	[2, 5, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 5, 7, 7, 7, 7]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 7, 7, 7, 5, 5, 5, 5, 5, 5]	['The', 'NASD', 'also', 'alleges', 'Young', 'flew', 'multiple', 'times', 'on', 'Tyco', 'corporate', 'jets', ',', 'often', 'accompanied', 'by', 'Kozlowski', '.']	"['The', 'NASD', 'alleges', 'that', 'the', 'analyst', 'flew', 'multiples', 'times', 'on', 'Tyco', ""'s"", 'corporate', 'jets', 'for', 'business', 'trips', ',', 'sometimes', 'accompanied', 'by', 'Kozlowski', '.\n']"	97b46ecfad934796a1dc8c384e5db9bd
The company has said it plans to restate its earnings for 2000 through 2002.	The company had announced in January that it would have to restate earnings for 2002, 2001 and perhaps 2000.	[1, 2, 3, 5, 6, 7, 0]	[7, 7, 5, 5, 7, 5, 5, 7, 5, 5, 6, 6, 6, 6, 7]	[6, 6, 5, 5, 7, 7, 5, 6, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6]	['The', 'company', 'has', 'said', 'it', 'plans', 'to', 'restate', 'its', 'earnings', 'for', '2000', 'through', '2002', '.']	['The', 'company', 'had', 'announced', 'in', 'January', 'that', 'it', 'would', 'have', 'to', 'restate', 'earnings', 'for', '2002', ',', '2001', 'and', 'perhaps', '2000', '.\n']	c6e61dd73ade4dba997d8366f7d1e481
Tropical Storm Claudette continued its slow churn toward the Texas coast early Sunday, with forecasters expecting the plodding storm system to make landfall as a hurricane by early Tuesday.	Tropical Storm Claudette headed for the Texas coast Saturday, with forecasters saying the sluggish storm system could reach hurricane strength before landfall early Tuesday.	[2, 3, 6, 7, 0, 0, 0]	[6, 6, 6, 2, 7, 7, 7, 2, 6, 6, 6, 7, 0, 6, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 3, 6]	[7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 3, 7]	['Tropical', 'Storm', 'Claudette', 'continued', 'its', 'slow', 'churn', 'toward', 'the', 'Texas', 'coast', 'early', 'Sunday', ',', 'with', 'forecasters', 'expecting', 'the', 'plodding', 'storm', 'system', 'to', 'make', 'landfall', 'as', 'a', 'hurricane', 'by', 'early', 'Tuesday', '.']	['Tropical', 'Storm', 'Claudette', 'headed', 'for', 'the', 'Texas', 'coast', 'Saturday', ',', 'with', 'forecasters', 'saying', 'the', 'sluggish', 'storm', 'system', 'could', 'reach', 'hurricane', 'strength', 'before', 'landfall', 'early', 'Tuesday', '.\n']	091f3ec76d99413cadfc9260edd46dfa
Bush also said he plans to meet with scientists and legal experts and will not make a determination on the bill for a few more weeks.	Bush said he plans to meet with scientists and legal experts and will not decide the bill's fate for a few more weeks.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 7, 0, 7, 7, 7, 7, 7, 7, 7]	['Bush', 'also', 'said', 'he', 'plans', 'to', 'meet', 'with', 'scientists', 'and', 'legal', 'experts', 'and', 'will', 'not', 'make', 'a', 'determination', 'on', 'the', 'bill', 'for', 'a', 'few', 'more', 'weeks', '.']	"['Bush', 'said', 'he', 'plans', 'to', 'meet', 'with', 'scientists', 'and', 'legal', 'experts', 'and', 'will', 'not', 'decide', 'the', 'bill', ""'s"", 'fate', 'for', 'a', 'few', 'more', 'weeks', '.\n']"	90f8ae73fec142339ce6d3b81742d6ea
But it said that the Danish ban had been effective in reducing the spread among food animals.	But, in a 58-page report, WHO said the Danish ban had been effective in reducing the spread among food animals.	[2, 5, 6, 7, 0, 0, 0]	[7, 5, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[5, 7, 7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['But', 'it', 'said', 'that', 'the', 'Danish', 'ban', 'had', 'been', 'effective', 'in', 'reducing', 'the', 'spread', 'among', 'food', 'animals', '.']	['But', ',', 'in', 'a', '58-page', 'report', ',', 'WHO', 'said', 'the', 'Danish', 'ban', 'had', 'been', 'effective', 'in', 'reducing', 'the', 'spread', 'among', 'food', 'animals', '.\n']	0bc1c0f673884bd6bc6118d2dbec9b99
State media said there were at least 770 dead and over 5,600 injured.	The latest toll given by officials to state media was 643 dead and over 4,600 injured.	[6, 7, 0, 0, 0, 0, 0]	[6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 6, 0, 6, 6]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 7, 6, 7, 7]	['State', 'media', 'said', 'there', 'were', 'at', 'least', '770', 'dead', 'and', 'over', '5,600', 'injured', '.']	['The', 'latest', 'toll', 'given', 'by', 'officials', 'to', 'state', 'media', 'was', '643', 'dead', 'and', 'over', '4,600', 'injured', '.\n']	49077fe2c04d4495b69d15e19edd1695
Despite their differences, U.S. and EU leaders said there were areas of agreement.	Despite these and other differences, U.S. and EU leaders insisted they were working well together.	[2, 6, 7, 0, 0, 0, 0]	[6, 2, 6, 6, 6, 6, 6, 6, 2, 7, 7, 7, 7, 7, 6]	[6, 2, 2, 2, 6, 6, 6, 6, 6, 6, 2, 7, 7, 7, 7, 7, 6]	['Despite', 'their', 'differences', ',', 'U.S.', 'and', 'EU', 'leaders', 'said', 'there', 'were', 'areas', 'of', 'agreement', '.']	['Despite', 'these', 'and', 'other', 'differences', ',', 'U.S.', 'and', 'EU', 'leaders', 'insisted', 'they', 'were', 'working', 'well', 'together', '.\n']	de6cc1acc836449b98fe5b9375f86019
Mr Blair admitted in a newspaper article Mr Bush’s critics were “rubbing their hands at the scope for embarrassing him”.	The Prime Minister today admitted that critics are “rubbing their hands at the scope for embarrassing him”.	[1, 2, 6, 7, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 0, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Mr', 'Blair', 'admitted', 'in', 'a', 'newspaper', 'article', 'Mr', 'Bush’s', 'critics', 'were', '“rubbing', 'their', 'hands', 'at', 'the', 'scope', 'for', 'embarrassing', 'him”', '.']	['The', 'Prime', 'Minister', 'today', 'admitted', 'that', 'critics', 'are', '“rubbing', 'their', 'hands', 'at', 'the', 'scope', 'for', 'embarrassing', 'him”', '.\n']	926a66157b6f4cfebd2bba6e0aafeabf
Witnesses said they believed the man planned to crash the Launceston-bound Qantas flight 1737, which was carrying 47 passengers and six crew.	Witnesses believe he wanted to crash Flight 1737, which had 47 passengers and six crew.	[2, 3, 6, 7, 0, 0, 0]	[0, 7, 0, 0, 2, 2, 2, 0, 0, 3, 0, 0, 2, 3, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0]	[7, 7, 2, 2, 7, 7, 2, 3, 7, 7, 2, 7, 7, 7, 7, 7, 7]	['Witnesses', 'said', 'they', 'believed', 'the', 'man', 'planned', 'to', 'crash', 'the', 'Launceston-bound', 'Qantas', 'flight', '1737', ',', 'which', 'was', 'carrying', '47', 'passengers', 'and', 'six', 'crew', '.']	['Witnesses', 'believe', 'he', 'wanted', 'to', 'crash', 'Flight', '1737', ',', 'which', 'had', '47', 'passengers', 'and', 'six', 'crew', '.\n']	cb173bb49a554bc99e5158330803372c
In March, Rowland's former deputy chief of staff pleaded guilty to accepting gold and cash in return for steering state contracts.	Lawrence E. Alibozek, his former deputy chief of staff, pleaded guilty to accepting cash and gold coins in exchange for influencing state contracts.	[2, 3, 6, 7, 0, 0, 0]	[7, 7, 7, 2, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 2, 7, 7, 7]	[7, 7, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7, 2, 7, 7, 7]	"['In', 'March', ',', 'Rowland', ""'s"", 'former', 'deputy', 'chief', 'of', 'staff', 'pleaded', 'guilty', 'to', 'accepting', 'gold', 'and', 'cash', 'in', 'return', 'for', 'steering', 'state', 'contracts', '.']"	['Lawrence', 'E.', 'Alibozek', ',', 'his', 'former', 'deputy', 'chief', 'of', 'staff', ',', 'pleaded', 'guilty', 'to', 'accepting', 'cash', 'and', 'gold', 'coins', 'in', 'exchange', 'for', 'influencing', 'state', 'contracts', '.\n']	46943cc2c545461f947b19bd8cfc538d
He also accused royal courtiers of poisoning the brothers’ “little minds”.	"He said the royal family has poisoned the princes' ""little minds."""	[2, 3, 6, 7, 0, 0, 0]	[0, 7, 2, 3, 3, 2, 0, 0, 2, 0, 0, 0]	[7, 2, 3, 3, 3, 0, 0, 7, 2, 2, 7, 7, 7, 7, 7]	['He', 'also', 'accused', 'royal', 'courtiers', 'of', 'poisoning', 'the', 'brothers’', '“little', 'minds”', '.']	"['He', 'said', 'the', 'royal', 'family', 'has', 'poisoned', 'the', 'princes', ""'"", '``', 'little', 'minds', '.', ""''\n""]"	4945bf2cae81480ab7f3fb429842d7b2
More than half of the songs were purchased as albums, Apple said.	Apple noted that half the songs were purchased as part of albums.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 7]	[7, 2, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['More', 'than', 'half', 'of', 'the', 'songs', 'were', 'purchased', 'as', 'albums', ',', 'Apple', 'said', '.']	['Apple', 'noted', 'that', 'half', 'the', 'songs', 'were', 'purchased', 'as', 'part', 'of', 'albums', '.\n']	3da4cd0cd3e34f38934b94cfb2cc0df9
In Somalia, only 26% of adolescent females (aged 10-19) have heard of Aids and just 1% know how to protect themselves.	In Somalia, the report says, only 26 percent of adolescent girls have heard of AIDS and only 1 percent know how to protect themselves.	[2, 6, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 2, 2, 7, 7, 2, 7, 7, 7, 7, 7, 7, 7, 2, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7]	[7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 7, 7, 2, 7, 7, 7, 2, 7, 2, 2, 2, 7, 7, 7, 7, 7, 7]	['In', 'Somalia', ',', 'only', '26', '%', 'of', 'adolescent', 'females', '(', 'aged', '10-19', ')', 'have', 'heard', 'of', 'Aids', 'and', 'just', '1', '%', 'know', 'how', 'to', 'protect', 'themselves', '.']	['In', 'Somalia', ',', 'the', 'report', 'says', ',', 'only', '26', 'percent', 'of', 'adolescent', 'girls', 'have', 'heard', 'of', 'AIDS', 'and', 'only', '1', 'percent', 'know', 'how', 'to', 'protect', 'themselves', '.\n']	cc4ccfe5fd4b4e72a96d84d71db907ad
Fanned by the hot, dry Santa Ana winds and minimal humidity, major fires were raging in at least 10 places, having already burned nearly 80 937 hectares.	Those hot, dry Santa Ana winds and minimal humidity created optimal conditions for raging fires in at least 10 places that have already burned nearly 200,000 acres.	[1, 2, 4, 6, 7, 0, 0]	[7, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0]	[2, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 0, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 7]	['Fanned', 'by', 'the', 'hot', ',', 'dry', 'Santa', 'Ana', 'winds', 'and', 'minimal', 'humidity', ',', 'major', 'fires', 'were', 'raging', 'in', 'at', 'least', '10', 'places', ',', 'having', 'already', 'burned', 'nearly', '80', '937', 'hectares', '.']	['Those', 'hot', ',', 'dry', 'Santa', 'Ana', 'winds', 'and', 'minimal', 'humidity', 'created', 'optimal', 'conditions', 'for', 'raging', 'fires', 'in', 'at', 'least', '10', 'places', 'that', 'have', 'already', 'burned', 'nearly', '200,000', 'acres', '.\n']	544b1cd47119447baf6db58984cd103c
Randall Simon singled to right for the second run.	Randall Simon followed with an RBI single to right.	[1, 6, 7, 0, 0, 0, 0]	[7, 7, 1, 7, 7, 7, 7, 7, 7, 7]	[0, 0, 7, 7, 7, 7, 1, 0, 0, 0]	['Randall', 'Simon', 'singled', 'to', 'right', 'for', 'the', 'second', 'run', '.']	['Randall', 'Simon', 'followed', 'with', 'an', 'RBI', 'single', 'to', 'right', '.\n']	598cdfab4d3a4774a7e9e9b757c4f3e5
Hunt's attorneys filed a motion late Monday in Forsyth Superior Court to have Hunt's murder conviction thrown out.	Hunt's attorneys filed a motion Monday seeking to have Hunt's conviction thrown out based on the new evidence.	[6, 7, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 7, 0, 7, 7, 7, 7, 0, 0, 0, 0, 7, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	"['Hunt', ""'s"", 'attorneys', 'filed', 'a', 'motion', 'late', 'Monday', 'in', 'Forsyth', 'Superior', 'Court', 'to', 'have', 'Hunt', ""'s"", 'murder', 'conviction', 'thrown', 'out', '.']"	"['Hunt', ""'s"", 'attorneys', 'filed', 'a', 'motion', 'Monday', 'seeking', 'to', 'have', 'Hunt', ""'s"", 'conviction', 'thrown', 'out', 'based', 'on', 'the', 'new', 'evidence', '.\n']"	c12aeb51eb0641fea67840a94c75f82e
The number of lung transplantations also increased from 30 to 64, and the mean waiting time on the transplant list decreased from 290 days to 87 days.	The number of lung transplants also increased from 30 to 64 and the average waiting time for a lung fell from 290 days to 87 days.	[2, 5, 6, 7, 0, 0, 0]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]	['The', 'number', 'of', 'lung', 'transplantations', 'also', 'increased', 'from', '30', 'to', '64', ',', 'and', 'the', 'mean', 'waiting', 'time', 'on', 'the', 'transplant', 'list', 'decreased', 'from', '290', 'days', 'to', '87', 'days', '.']	['The', 'number', 'of', 'lung', 'transplants', 'also', 'increased', 'from', '30', 'to', '64', 'and', 'the', 'average', 'waiting', 'time', 'for', 'a', 'lung', 'fell', 'from', '290', 'days', 'to', '87', 'days', '.\n']	b82d16b22afc4139909dde25ec090b08
In afternoon trading in Europe, France's CAC-40 rose 1.5 percent, Britain's FTSE 100 gained 0.3 percent and Germany's DAX index advanced 1.2 percent.	In afternoon trading in Europe, France's CAC-40 advanced and Britain's FTSE 100 each gained 0.7 percent, while Germany's DAX index rose 0.6 percent.	[2, 5, 6, 7, 0, 0, 0]	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]	[7, 7, 7, 7, 7, 7, 7, 7, 7, 2, 0, 7, 7, 7, 7, 7, 7, 6, 7, 0, 7, 7, 7, 7, 7, 2, 6, 7, 7]	"['In', 'afternoon', 'trading', 'in', 'Europe', ',', 'France', ""'s"", 'CAC-40', 'rose', '1.5', 'percent', ',', 'Britain', ""'s"", 'FTSE', '100', 'gained', '0.3', 'percent', 'and', 'Germany', ""'s"", 'DAX', 'index', 'advanced', '1.2', 'percent', '.']"	"['In', 'afternoon', 'trading', 'in', 'Europe', ',', 'France', ""'s"", 'CAC-40', 'advanced', 'and', 'Britain', ""'s"", 'FTSE', '100', 'each', 'gained', '0.7', 'percent', ',', 'while', 'Germany', ""'s"", 'DAX', 'index', 'rose', '0.6', 'percent', '.\n']"	7cc82050306a476f86e70bbd11218ac5
The shares fell 72 cents, or 3.8 percent, to $18.34 Monday on the New York Stock Exchange.	Schering-Plough shares fell 3.8 percent, or 72 cents, to close at $18.34 in trading Monday on the New York Stock Exchange.	[3, 6, 7, 0, 0, 0, 0]	[3, 3, 0, 7, 7, 0, 0, 0, 0, 0, 0, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	[7, 3, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['The', 'shares', 'fell', '72', 'cents', ',', 'or', '3.8', 'percent', ',', 'to', '$', '18.34', 'Monday', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', '.']	['Schering-Plough', 'shares', 'fell', '3.8', 'percent', ',', 'or', '72', 'cents', ',', 'to', 'close', 'at', '$', '18.34', 'in', 'trading', 'Monday', 'on', 'the', 'New', 'York', 'Stock', 'Exchange', '.\n']	36a80446769a40d4bcf22d9156452cf3
The Department of Foreign Affairs and Trade yesterday warned Australians to defer all nonessential travel to Indonesia because of reports of planned terrorist attacks.	The Department of Foreign Affairs yesterday updated its travel warning on Indonesia, recommending all non-essential travel be deferred because of concerns that more terrorist attacks were planned.	[2, 4, 6, 7, 0, 0, 0]	[7, 7, 7, 2, 2, 2, 2, 0, 2, 0, 4, 4, 7, 4, 7, 4, 7, 7, 7, 6, 6, 6, 6, 6, 7]	[6, 6, 6, 2, 2, 0, 7, 7, 7, 7, 0, 7, 0, 2, 6, 4, 6, 4, 4, 6, 6, 4, 4, 4, 4, 4, 4, 4, 6]	['The', 'Department', 'of', 'Foreign', 'Affairs', 'and', 'Trade', 'yesterday', 'warned', 'Australians', 'to', 'defer', 'all', 'nonessential', 'travel', 'to', 'Indonesia', 'because', 'of', 'reports', 'of', 'planned', 'terrorist', 'attacks', '.']	['The', 'Department', 'of', 'Foreign', 'Affairs', 'yesterday', 'updated', 'its', 'travel', 'warning', 'on', 'Indonesia', ',', 'recommending', 'all', 'non-essential', 'travel', 'be', 'deferred', 'because', 'of', 'concerns', 'that', 'more', 'terrorist', 'attacks', 'were', 'planned', '.\n']	c7dfb0b4b31043f6b1476823b8930470
It will also unveil a version of its Windows Server 2003 operating system tuned specifically for storage devices.	It also unveiled an update to its Windows Server 2003 operating system, which is tuned specifically for storage devices.	[1, 2, 4, 6, 0, 0, 0]	[6, 1, 6, 1, 0, 2, 0, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 6]	[6, 6, 1, 0, 2, 0, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6]	['It', 'will', 'also', 'unveil', 'a', 'version', 'of', 'its', 'Windows', 'Server', '2003', 'operating', 'system', 'tuned', 'specifically', 'for', 'storage', 'devices', '.']	['It', 'also', 'unveiled', 'an', 'update', 'to', 'its', 'Windows', 'Server', '2003', 'operating', 'system', ',', 'which', 'is', 'tuned', 'specifically', 'for', 'storage', 'devices', '.\n']	eebcc50eae354321a4481bdec9d4b25f
Searches for survivors from several previous shipwrecks have often had to be abandoned for similar reasons, leaving the vessels and most of their passengers unaccounted for.	In several previous shipwrecks, the search for survivors had to be abandoned for similar reasons, leaving the vessels and most of their passengers unaccounted for.	[1, 6, 7, 0, 0, 0, 0]	[1, 0, 0, 7, 7, 7, 7, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	[7, 7, 7, 7, 7, 0, 1, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7]	['Searches', 'for', 'survivors', 'from', 'several', 'previous', 'shipwrecks', 'have', 'often', 'had', 'to', 'be', 'abandoned', 'for', 'similar', 'reasons', ',', 'leaving', 'the', 'vessels', 'and', 'most', 'of', 'their', 'passengers', 'unaccounted', 'for', '.']	['In', 'several', 'previous', 'shipwrecks', ',', 'the', 'search', 'for', 'survivors', 'had', 'to', 'be', 'abandoned', 'for', 'similar', 'reasons', ',', 'leaving', 'the', 'vessels', 'and', 'most', 'of', 'their', 'passengers', 'unaccounted', 'for', '.\n']	3a65637dbd144b66935bc894d34afcf9
Republican officials said the advertising buy was proof that Democrats are panicking that they were losing their stature on Medicare.	Republican officials said the advertisements were proof that Democrats were panicking about losing their stature on Medicare.	[1, 2, 6, 0, 0, 0, 0]	[6, 6, 6, 6, 2, 2, 0, 6, 6, 6, 1, 1, 2, 0, 0, 6, 6, 6, 6, 6, 6]	[6, 6, 6, 6, 2, 0, 6, 6, 6, 1, 1, 2, 6, 6, 6, 6, 6, 6]	['Republican', 'officials', 'said', 'the', 'advertising', 'buy', 'was', 'proof', 'that', 'Democrats', 'are', 'panicking', 'that', 'they', 'were', 'losing', 'their', 'stature', 'on', 'Medicare', '.']	['Republican', 'officials', 'said', 'the', 'advertisements', 'were', 'proof', 'that', 'Democrats', 'were', 'panicking', 'about', 'losing', 'their', 'stature', 'on', 'Medicare', '.\n']	9cd8a3d0810f49be864d0ce0430f0dfd
The exam is a requirement for graduation, but Mills reversed course after an estimated 60 percent of students statewide failed it.	The Regents math exam is required for graduation, but Mills reversed course after an estimated 63 percent of students statewide failed the exam.	[1, 2, 6, 0, 0, 0, 0]	[6, 2, 6, 0, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 6]	[6, 2, 2, 2, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 2, 2, 6]	['The', 'exam', 'is', 'a', 'requirement', 'for', 'graduation', ',', 'but', 'Mills', 'reversed', 'course', 'after', 'an', 'estimated', '60', 'percent', 'of', 'students', 'statewide', 'failed', 'it', '.']	['The', 'Regents', 'math', 'exam', 'is', 'required', 'for', 'graduation', ',', 'but', 'Mills', 'reversed', 'course', 'after', 'an', 'estimated', '63', 'percent', 'of', 'students', 'statewide', 'failed', 'the', 'exam', '.\n']	c49d050387c642e2ae65949bdfe2ea19
